index_f,Nuovo ID,hallow_back,rilegatura_moderna,Colonna1,Collocazione,roman_converted,disambiguatore,numero_del_codice,numerazione_araba,numerazione_romana_alternativa,ulteriore_numerazione_arabaoromana,identificativo_parte,Spagnolo,note,titolo,materiale,datazione_i,datazione_i,datazione_f,lingua,fogli,altezza,ampiezza,rilegatura,tipo_rilegatura,materiale_rilegatura,palinsesto,testo_indistinto,danni_fuoco,cancro_pergamena,margini_danneggiati,danni_umidita,restaurato,anno_restauro,dorature,disegni,miniato,colori,rosso,blue,preferred_manifest_url
798,m0775_0,,,,[A 1 17],775,_0,DCCLXXV,,DCCLXXXII,,,569,,Muselli can. Ioseph.: Index actorum Ecclesiae veronens.,cartaceo,1700,1701,1800,,433,305,215,rilegato,cartoncino,,,,,,,,,,,,,,,,
799,m0776_0,,,,[A 1 18],776,_0,DCCLXXVI,,DCCLXXXIII,,,569-570,,Libardi Caroli Vitae episcoporum veronen. et Cronica canonicorum,cartaceo,1600,1601,1700,,415,310,205,rilegato,cartoncino,,,,,,,,,,,,,,,,
800,m0777_0,,,,A 1 19,777,_0,DCCLXXVII,,,,,570,,Libardi Caroli Chronologia canonicorum,cartaceo,1600,1601,1700,,47,308,28,rilegato,cartoncino,,,,,,,,,,,,,,,,
801,m0778_0,,,,[A 1 20],778,_0,DCCLXXVIII,,DCCLXXXIV,,,571,2 volumi raccolti in una busta,Bianchini can. Giuseppe: Notizie intorno il Capitolo e la cattedrale di Verona,cartaceo,1700,1701,1800,,118,,,rilegato,cartoncino,,,,,,,,,,,,,,,,
802,m0778_0,,,,[A 1 20],778,_0,DCCLXXVIII,,DCCLXXXIV,,,571,2 volumi raccolti in una busta,Bianchini Can. Giuseppe: Notizie intorno il Capitolo e la cattedrale di Verona,cartaceo,1700,1701,1800,,217,,,rilegato,cartoncino,,,,,,,,,,,,,,,,
803,m0779_0,,,,A 1 21,779,_0,DCCLXXIX,,DCCLXXXV,,,572,,Zeviani Michael Angelus: Epistola b. Pauli ad Romanos explicata,cartaceo,1700,1701,1800,,224,310,210,rilegato,cartoncino,,,,,,,,,,,,,,,,
804,m0780_0,,,,A 1 22,780,_0,DCCLXXX,,DCCLXXXVI,,,572,,Muselli can. Giuseppe: Memorie diplomatiche del castello di Cerea,cartaceo,1700,1701,1800,,284,290,195,rilegato,cartoncino,,,,,,,,,,,,,,,,
805,m0781_0,,,,A 1 23,781,_0,DCCLXXXI,,DCCLXXXVII,DCCCIX,,573,composto da due fascicoli,Liber consortii presbiterorum maioris Ecclesiae,membranaceo,1321,1301,1322,,33,430,189,rilegato,pergamena,,,,,,,,,,,,,,,,
806,m0781_0,,,,A 1 23,781,_0,DCCLXXXI,,DCCLXXXVII,DCCCIX,,573,composto da due fascicoli,Liber consortii presbiterorum maioris Ecclesiae,membranaceo,1321,1301,1322,,33,430,189,rilegato,pergamena,,,,,,,,,,,,,,,,
807,m0782_0,,,,A 1 24,782,_0,DCCLXXXII,,DCCLXXXV,,,573,,Muselli Gius.: Podestà di Cerea,cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
808,m0783_0,,,,A 1 25,783,_0,DCCLXXXIII,,DCCLXXXVIII,,,574,,Muselli Ioseph.: De sede episcopali vacante,cartaceo,1700,1701,1800,,246,300,200,rilegato,cartoncino,,,,,,,,,,,,,,,,
809,m0784_0,,,,[II 4 22],784,_0,DCCLXXXIV,,,,,574,composto da tre fascicoli sciolti,Muselli m. Giuseppe: De sede episcopali vacante,cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
810,m0785_0,,,,[II 4 23],785,_0,DCCLXXXV,,DCCLXXXIX,,,575,,Leges et Constitutiones Capituli canonicorum Veronae,cartaceo,1600,1601,1700,,49,300,210,rilegato,pergamena,,,,,,,,,,,,,,,,
811,m0786_0,,,,[II 4 24],786,_0,DCCLXXXVI,,DCCXC,,,575,,Carinelli Caroli Privilegia Capituli veronensis,cartaceo,1600,1601,1700,,426,302,212,rilegato,pergamena,,,,,,,,,,,,,,,,
812,m0787_0,,,,[II 4 25],787,_0,DCCLXXXVII,,DCCXCI,,,576,,De iurisdictione Capituli ecclesiae cathed. Veronae,cartaceo,1600,1601,1700,,233,300,205,rilegato,cartoncino,,,,,,,,,,,,,,,,
813,m0788_0,,,,[II 4 26],788,_0,DCCLXXXVIII,,DCCXCII,,,576,,De iurisdictione Capituli canonic. ecclesiae cathedr. Veron.,cartaceo,1600,1601,1700,,56,310,210,rilegato,cartoncino,,,,,,,,,,,,,,,,
814,m0789_0,,,,[II 4 27],789,_0,DCCLXXXIX,,DCCXCIII,,,577-579,,Fumani Adami Collectanea rerum ad ecclesiam Veron. et canonic. Capitulum pertinentia,cartaceo,1500,1501,1600,,243,310,215,rilegato,cartoncino,,,,,,,,,,,,,,,,
815,m0790_0,,,,[II 4 27],790,_0,DCCXC,,DCCXCIV,,,579-581,,Dionisii Ioa. Iacobi Collectanea,cartaceo,1700,1701,1800,,263,300,200,rilegato,cartoncino,,,,,,,,,,,,,,,,
816,m0791_0,,,,[II 4 28],791,_0,DCCXCI,,DCCXCV,,,581-583,,Autographoteca canonicor. veronensium,cartaceo,1300,1301,1900,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
817,m0792_0,,,,[III 4 1],792,_0,DCCXCII,,DCCXCVI,,,581-583,,Autographoteca canonicor. veronensium,cartaceo,1300,1301,1900,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
818,m0793_0,,,,[III 4 2],793,_0,DCCXCIII,,,,,583,,Libardi Caroli De patruo et nepote Pisanis,cartaceo,1600,1601,1700,,75,300,205,rilegato,cartoncino,,,,,,,,,,,,,,,,
819,m0794_0,,,,[III 4 3],794,_0,DCCXCIV,,DCCXCVIII,,,584,,Lettere diverse,cartaceo,1400,1401,1800,,107,,,fogli sciolti,,,,,,,,,,,,,,,,,
820,m0795_0,,,,[III 4 4],795,_0,DCCXCV,,DCCXCIX,,,585,,Storia delle rivoluzioni di Costantinopoli,cartaceo,1700,1701,1800,,64,300,190,rilegato,cartoncino,,,,,,,,,,,,,,,,
821,m0796_0,,,,[III 4 5],796,_0,DCCXCVI,,DCCC,,,585,,Guarienti can. Bartolomeo: Memorie di erudizione,cartaceo,1700,1701,1800,,87,290,210,rilegato,cartoncino,,,,,,,,,,,,,,,,
822,m0797_0,,,,[III 4 6],797,_0,DCCXCVII,,DCCCI,,,585-587,,Miscellanea storico-ecclesiastica,cartaceo,1700,1701,1900,,97,308,225,fascicoli,,,,,,,,,,,,,,,,,
823,m0798_0,,,,[III 4 7],798,_0,DCCXCVIII,,DCCCII,,,587,,Giberti M. Gio. Matteo vesc. di Verona: Giustificazioni al Senato veneto,cartaceo,1700,1701,1800,,22,278,195,fascicoli,,,,,,,,,,,,,,,,,
824,m0799_0,,,,B 1 2,799,_0,DCCXCIX,,,,,587-588,,Dionisii Io. Iacobi Elenchus diplomatum seu privilegiorum Capituli veronensis,cartaceo,1753,1751,1754,,58,230,180,rilegato,mezza pergamena,,,,,,,,,,,1,,1,,,
825,m0800_0,,,,[III 4 8],800,_0,DCCC,,,,,588,,Campagnola Bartolomeo: Copia di privilegi concessi ai canonici di Verona,cartaceo,1700,1701,1800,,55,278,212,rilegato,,,,,,,,,,,,,,,,,
826,m0801_0,,,,[III 4 9],801,_0,DCCCI,,DCCCV,,,588-589,,Da Prato p. Girolamo: Memorie e annotazioni di varia erudizione,cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
827,m0802_0,,,,[III 4 10],802,_0,DCCCII,,DCCCVI,,,589,,"Campagnola d. Bartholomeus: De quatuor beneficiorum commensalium in collegiata S. Helenae, natura et antiquitate",cartaceo,1700,1701,1700,,29,277,197,rilegato,,,,,,,,,,,,,,,,,
828,m0803_0,,,,[III 4 11],803,_0,DCCCIII,,DCCCVII,,,590,,Notizie compendiose dell'antichissima e nobilissima famiglia de Monticelli o Monticuli,cartaceo,1723,1701,1724,,17,260,183,rilegato,pelle,,,,,,,,,,,,,,,,
829,m0804_0,,,,[III 4 12],804,_0,DCCCIV,,DCCCVIII,,,590,,Cartolari co. Antonio: Memorie storiche sopra un suo antenato,cartaceo,1853,1851,1854,,24,270,198,rilegato,marocchino rosso,,,,,,,,,,,,,,,,
830,m0805_0,,,,[III 4 13],805,_0,DCCCV,,DCCCIX,,,590,,Masotti Antonio: Codici capitolari,cartaceo,1700,1701,1800,,151,246,180,rilegato,cartoncino,,,,,,,,,,,,,,,,
831,m0806_0,,,"A stampa (In editionem sermonum Sancti Zenonis episcopi veronensis a Petro et Hieronymo fratribus Balleriniis adornatam, Verona 1739)",[III 4 14],806,_0,DCCCVI,,DCCCX,,,591,,Perazzini ab. Bartolomeo: Nuova recensione dei trattati o sermoni di S. Zenone,cartaceo,1700,1701,1800,,49,279,211,rilegato,cartoncino,,,,,,,,,,,,,,,,
832,m0807_0,,,,[III 4 15],807,_0,DCCCVII,,DCCCXI,,,591,,Questio unica: An contra conicilia generalia possit legitima consuetudo in materia disciplinae,cartaceo,1700,1701,1800,,16,250,180,rilegato,cartoncino,,,,,,,,,,,,,,,,
833,m0808_0,,,,[III 4 16],808,_0,DCCCVIII,,DXXXXIX,XCCCXII,,591-592,,Borellis dr. Stefano Vincenzo: Enrico Cesare e il santo poema,cartaceo,1700,1701,1800,,172,250,178,rilegato,pelle con impressioni dorate,,,,,,,,,,,,,,1,,
834,m0809_0,,1,,[III 4 17],809,_0,DCCCIX,,DCCCXIII,,,592,,Gai Institutionum libri,cartaceo,1800,1801,1900,,52,243,200,rilegato,mezza tela,,,,,,,,,,,,,,,,
835,m0810_0,,,,[III 4 18],810,_0,DCCCX,,DCCCXIV,DXXXIII,,592,,Vittoria Colonna mar. di Pescara: Lettere,cartaceo,1500,1501,1600,,18,315,225,rilegato,cartoncino,,,,,,,,,,,,,,,,
836,m0811_0,,,,[III 4 19],811,_0,DCCCXI,,DCCCXV,,,593,,"Volgarizzamento dei Vangeli, Lamentazioni della beata Vergine",cartaceo,1300,1301,1400,,101,290,217,rilegato,cartoncino,,,,,,,,,,,,1,,1,1,
837,m0812_0,,1,,[III 4 20],812,_0,DCCCXII,,DCCCXVI,,,593-594,,Statuta Domus mercatorum,membranaceo,1568,1551,1569,,80,345,245,rilegato,pergamena,,,,,,,,,,,,,,1,,
838,m0813_0,,,,[III 4 21],813,_0,DCCCXIII,,DCCCXVII,,,594-595,,Alighieri Dante: La Divina commedia col commento di fra Stefano da Firenze,cartaceo,1792,1775,1793,,137,320,230,rilegato,pelle,,,,,,,,,,,,,,,,
839,m0814_0,,,,[III 4 22],814,_0,DCCCXIV,,DCCCXVIII,,,594-595,,Alighieri Dante: La Divina commedia col commento di fra Stefano da Firenze,cartaceo,1792,1775,1793,,152,320,230,rilegato,pelle,,,,,,,,,,,,,,,,
840,m0815_0,,,,[III 4 23],815,_0,DCCCXV,,DCCCXIX,,,594-595,,Alighieri Dante: La Divina commedia col commento di fra Stefano da Firenze,cartaceo,1792,1775,1793,,124,320,230,rilegato,pelle,,,,,,,,,,,,,,,,
841,m0816_0,,,,[III 4 24],816,_0,DCCCXVI,,DCCCXX,,,595,,Ordini per i capitani di Verona,membranaceo,1488,1475,1489,,24,320,230,rilegato,assi coperte in pelle con impressioni,,,,,,,,,,,,,,1,,
842,m0817_0,,,,[III 4 25],817,_0,DCCCXVII,,DCCCXXI,,,596,,Enverardi notarii De divisionibus paludi comunis Veronae,cartaceo,1792,1775,1793,,92,310,220,rilegato,pelle,,,,,,,,,,,,,,,,
843,m0818_0,,,,[III 4 26],818,_0,DCCCXVIII,,DCCCXXII,,,596-597,,Saraina Gabriele: Volgarizzamento delle Historie di Verona,cartaceo,1500,1501,1600,,90,312,200,rilegato,pelle,,,,,,,1,,,,1,,,,,
844,m0819_0,,,,[III 4 27],819,_0,DCCCXIX,,DCCCXXIII,,,597-598,,Miscellanea di varie operette del buon secolo,membranaceo,1300,1301,1500,,90,280,200,rilegato,mezza pelle,,,,,,,,,,,1,,,1,1,
845,m0820_0,,,,[III 4 28],820,_0,DCCCXX,,DCCCXXIV,,,598-600,,Miscellanea in prosa ed un verso del buon secolo,cartaceo,1300,1301,1400,,127,278,210,rilegato,pergamena,,,,,,,1,,,,,,,1,,
846,m0821_0,,,,[III 4 29],821,_0,DCCCXXI,,DCCCXXV,,,601,,Frammenti di antiche poesie e prose italiane,membranaceo,1300,1301,1500,,14,,,rilegato,cartoncino,,,,,,,,,,,,,,1,,
847,m0822_0,,,,[III 4 30],822,_0,DCCCXXII,,DCCCXXVI,,,602,,Carli con. Gian Rinaldo: La Teogonia d'Esiodo tradotta in verso italiano,cartaceo,1700,1701,1800,,86,282,204,rilegato,cartoncino,,,,,,,,,,,,,,,,
848,m0823_0,,,,[III 4 31],823,_0,DCCCXXIII,,DCCCXXVII,,,602-606,,Micheloni Tommaso arcipr. di Tomba Zozana: Poesie varie,cartaceo,1700,1701,1800,,166,240,183,rilegato,cartoncino,,,,,,,,,,,,,,,,
849,m0824_0,,,,[III 4 32],824,_0,DCCCXXIV,,DCCCXXVIII,,,606,,Salio Giuseppe: Il p. Uccello Pegoloni,cartaceo,1700,1701,1800,,91,241,172,rilegato,cartoncino,,,,,,,,,,,,,,,,
850,m0825_0,,1,,[III 4 33],825,_0,DCCCXXV,,DCCCXXIX,,,607,comincia da c. 2,Leggendario delle Vergini,cartaceo,1300,1301,1400,,170,238,180,rilegato,pergamena,,,,,,,,,,,,,,1,,
851,m0826_0,,,,[IV 4 1],826,_0,DCCCXXVI,,DCCCXXX,,,607-608,,Miscellanea,cartaceo,1300,1301,1800,,87,206,145,rilegato,pergamena,,,,,,,,,,,,,,,,
852,m0827_0,,1,,[IV 4 2],827,_0,DCCCXXVII,,DCCCXXXI,,,608-609,,Cavalca fra Domenico: Libro della pazienza,membranaceo,1300,1301,1400,,117,230,160,rilegato,assi,,,,,,,,,,1,,1,1,1,1,
853,m0828_0,,,,[IV 4 3],828,_0,DCCCXXVIII,,DCCCXXXII,,,609-610,,Di Canossa m. Lodovico ve. di Bajeux: Lettere,cartaceo,1500,1501,1600,,,320,225,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
854,m0829_0,,,,[IV 4 4],829,_0,DCCCXXIX,,DCCCXXXIII,,,609-610,,Di Canossa m. Lodovico ve. di Bajeux: Lettere,cartaceo,1500,1501,1600,,,320,225,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
855,m0830_0,,,,[IV 4 5],830,_0,DCCCXXX,,DCCCXXXIV,,,609-610,,Di Canossa m. Lodovico ve. di Bajeux: Lettere,cartaceo,1500,1501,1600,,,320,225,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
856,m0831_0,,,,[IV 4 6],831,_0,DCCCXXXI,,DCCCXXXV,,,609-610,,Di Canossa m. Lodovico ve. di Bajeux: Lettere,cartaceo,1500,1501,1600,,,320,225,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
857,m0832_0,,,,[IV 4 7],832,_0,DCCCXXXII,,DCCCXXXVI,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. I Memorie dal 750-830",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
858,m0833_0,,,,[IV 4 8],833,_0,DCCCXXXIII,,DCCCXXXVII,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. II Memorie dal 831-930",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
859,m0834_0,,,,[IV 4 9],834,_0,DCCCXXXIV,,DCCCXXXVIII,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. III Memorie dal 931-1030",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
860,m0835_0,,,,[IV 4 10],835,_0,DCCCXXXV,,DCCCXXXIX,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. IV Memorie dal 1031-1099",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
861,m0836_0,,,,[IV 4 11],836,_0,DCCCXXXVI,,DCCCXL,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. V Memorie dal 1100-1169",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
862,m0837_0,,,,[V 4 1],837,_0,DCCCXXXVII,,DCCCXLI,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. VI Memorie dal 1170-1200",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
863,m0838_0,,,,[V 4 2],838,_0,DCCCXXXVIII,,DCCCXLII,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. VII Memorie dal 1201-1213",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
864,m0839_0,,,,[V 4 3],839,_0,DCCCXXXIX,,DCCCXLIII,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. VIII Memorie dal 1214-1229",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
865,m0840_0,,,,[V 4 4],840,_0,DCCCXL,,DCCCXLIV,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. IX Memorie dal 1230-1271",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
866,m0841_0,,,,[V 4 5],841,_0,DCCCXLI,,DCCCXLV,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. X Memorie dal 1272-1289",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
867,m0842_0,,,,[V 4 6],842,_0,DCCCXLII,,DCCCXLVI,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. XI Memorie dal 1290-1326",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
868,m0843_0,,,,[V 4 7],843,_0,DCCCXLIII,,DCCCXLVII,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. XII Memorie dal 1327-1359",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
869,m0844_0,,,,[V 4 8],844,_0,DCCCXLIV,,DCCCXLVIII,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. XIII Memorie dal 1360-1400",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
870,m0845_0,,,,[V 4 9],845,_0,DCCCXLV,,DCCCXLIX,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. XIV Memorie dal 1401-1465",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
871,m0846_0,,,,[VI 4 1],846,_0,DCCCXLVI,,DCCCL,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. XV Memorie dal 1466-1540",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
872,m0847_0,,,,[VI 4 2],847,_0,DCCCXLVII,,DCCCLI,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. XVI Memorie dal 1541-1654",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
873,m0848_0,,,,[VI 4 3],848,_0,DCCCXLVIII,,DCCCLII,,,610-611,,"Muselli m. Giuseppe: Memorie istoriche, cronologiche, diplomatiche, canoniche e critiche del Capitolo e canonici della Cattedrale di Verona: b. XVII Memorie dal 1655-1762",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
874,m0849_0,,,,B 1 3,849,_0,DCCCXLIX,,DCCCLIII,,,611-612,,"Dionisi m. Gian Giacomo: Studi su Dante, traduzione Commedia etc.",cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
875,m0850_0,,,,B 1 4,850,_0,DCCCL,,DCCCLIV,,,612-614,,Dionisi m. G. Giacomo: Memorie di varia erudizione,cartaceo,1700,1701,1800,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
876,m0851_0,,,,B 1 5,851,_0,DCCCLI,,DCCCLV,,,614-618,,Dionsi m. Gian Giacopo: Lettere con molte di altri scienzati,cartaceo,1775,1775,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
877,m0852_0,,,,B 1 6,852,_0,DCCCLII,,DCCCLVI,,,618-619,,Dionisi m. Gian Giacomo: Seguono le lettere dei scienziati,cartaceo,1775,1775,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
878,m0853_0,,,,B 1 7,853,_0,DCCCLIII,,DCCCLVII,,,619,,Dionisi m. Gian Giacomo: Lettere di scienziati,cartaceo,1700,1701,1800,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,,,,,,
879,m0854_0,,,,B 1 8,854,_0,DCCCLIV,,DCCCLVIII,,,620-621,,Dionisi m. Gian Giacomo: Memorie e studi relativi alla storia veronese,cartaceo,1700,1701,1800,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
880,m0855_0,,,,B 1 9,855,_0,DCCCLV,,DCCCLIX,,,621,,Dionisi Gian Giacomo: Diplomi e carte antiche per la storia di Verona,cartaceo,1700,1701,1800,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
881,m0856_0,,,,B 1 10,856,_0,DCCCLVI,,DCCCLX,,,621-622,,Dionisi m. Gian Giacomo: Memorie relative al Capitolo di Verona,cartaceo,1700,1701,1800,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
882,m0857_0,,,,B 1 11,857,_0,DCCCLVII,,DCCCLXI,,,622-623,,Dionisi Gian Giacomo: Memorie e studi relativi alla storia veronese,cartaceo,1700,1701,1800,,,,,fascicoli,fogli e fascicoli raccolti in busta,,,,,,,,,,,,,,,,
883,m0858_0,,,,B 1 12,858,_0,DCCCLVIII,,DCCCLXII,,,623,,Dionisi Gian Giacomo: Memorie intorno ai santi veronesi etc.,cartaceo,1700,1701,1800,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
884,m0859_0,,,,[A 2 1],859,_0,DCCCLIX,,DCCCLXIII,,,624,,Dionisi Gian Giacopo: Le opere di san Zeno volgarizzate,cartaceo,1700,1701,1800,,259,287,197,rilegato,cartoncino,,,,,,,,,,,,,,,,
885,m0860_0,,,"A stampa (Le opere di S. Zenone volgarizzate dal marchese Gio. Jacopo Dionisi, Verona 1784)",A 2 2,860,_0,DCCCLX,,DCCCLXIV,,,624-626,,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
886,m0861_0,,,"A stampa (Dissertazioni critico-cronologiche intorno all'epoca de' SS Euprepio Procolo e Zenone vescovi veronesi..., Verona 1788",A 2 3,861,_0,DCCCLXI,,DCCCLXV,,,624-626,,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
887,m0862_0,,,"A stampa (In editionem sermonum Sancti Zenonis episcopi veronensis a Petro et Hieronymo fratribus Balleriniis adornatam, Verona 1739)",A 2 4,862,_0,DCCCLXII,,DCCCLXVI,,,624-626,,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
888,m0863_0,,,"A stampa (Dissertatio et animadversiones ad  nuper inventum Severae martyris epitaphium, Palermo 1734)",A 2 5,863,_0,DCCCLXIII,,DCCCLXVII,,,624-626,,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
889,m0864_0,,,"A stampa (Le sacre antiche iscrizioni segnate a cesello sopra la cassa di piombo contenente i sacri corpi de' SS. Fermo e Rustico lette e interpretate dall'abate Domenico Vallarsi, Verona 1759)",A 2 6,864,_0,DCCCLXIV,,DCCCLXVIII,,,624-626,,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
890,m0865_0,,,"A stampa (Serie cronologica dei vescovi, e governatori di Verona. Riveduta, ampliata e supplita da Giambatista Biancolini, Verona 1760)",A 2 7,865,_0,DCCCLXV,,DCCCLXIX,,,624-626,,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
891,m0866_0,,,"A stampa (G.G. Dionisi, De duobus episcopis Aldone et Notingo... dissertatio, Verona 1758)",n.d.,866,_0,DCCCLXVI,,DCCCLXX,,,624-626,non reperito,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
892,m0867_0,,,"A stampa (Riflessioni su le nuove scoperte di Lodovico Antonio Muratori, Napoli 1746)",A 2 9,867,_0,DCCCLXVII,,DCCCLXXI,,,624-626,,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
893,m0868_0,,,"A stampa (De' blandimenti funebri o sia Delle acclamazioni sepolcrali cristiane, Padova 1794)",[A 2 10],868,_0,DCCCLXVIII,,DCCCLXXII,,,624-626,,"Dionisi Gian Giacomo: Postille, note, aggiunte, correzioni, osservazioni critiche a molte opere a stampa",cartaceo,1700,1701,1800,,,,,,,,,,,,,,,,,,,,,,
